VEHICLEID,YEARID,MAKENAME,MODELNAME,SUBMODELNAME,VEHICLETYPEID,VEHICLETYPENAME,REGIONID,REGIONNAME,Name,hyphen,Slug,Parent,Category slug
147153,2010,Audi,Q7,Premium,6,Truck,1,United States,2010 Audi Q7 Premium,2010-Audi-Q7-Premium,2010-audi-q7-premium,2010-Audi-Q7,2010-audi-q7
147164,2010,Kia,Sportage,EX,6,Truck,1,United States,2010 Kia Sportage EX,2010-Kia-Sportage-EX,2010-kia-sportage-ex,2010-Kia-Sportage,2010-kia-sportage
147165,2010,Kia,Sportage,LX,6,Truck,1,United States,2010 Kia Sportage LX,2010-Kia-Sportage-LX,2010-kia-sportage-lx,2010-Kia-Sportage,2010-kia-sportage
147177,2010,Mazda,CX-7,Grand Touring,6,Truck,1,United States,2010 Mazda CX-7 Grand Touring,2010-Mazda-CX-7-Grand Touring,2010-mazda-cx-7-grand touring,2010-Mazda-CX-7,2010-mazda-cx-7
147178,2010,Mazda,CX-7,Sport,6,Truck,1,United States,2010 Mazda CX-7 Sport,2010-Mazda-CX-7-Sport,2010-mazda-cx-7-sport,2010-Mazda-CX-7,2010-mazda-cx-7
147179,2010,Mazda,CX-7,Touring,6,Truck,1,United States,2010 Mazda CX-7 Touring,2010-Mazda-CX-7-Touring,2010-mazda-cx-7-touring,2010-Mazda-CX-7,2010-mazda-cx-7
147180,2010,Mazda,CX-7,SV,6,Truck,1,United States,2010 Mazda CX-7 SV,2010-Mazda-CX-7-SV,2010-mazda-cx-7-sv,2010-Mazda-CX-7,2010-mazda-cx-7
147181,2010,Mazda,CX-9,Grand Touring,6,Truck,1,United States,2010 Mazda CX-9 Grand Touring,2010-Mazda-CX-9-Grand Touring,2010-mazda-cx-9-grand touring,2010-Mazda-CX-9,2010-mazda-cx-9
147182,2010,Mazda,CX-9,Sport,6,Truck,1,United States,2010 Mazda CX-9 Sport,2010-Mazda-CX-9-Sport,2010-mazda-cx-9-sport,2010-Mazda-CX-9,2010-mazda-cx-9
147183,2010,Mazda,CX-9,Touring,6,Truck,1,United States,2010 Mazda CX-9 Touring,2010-Mazda-CX-9-Touring,2010-mazda-cx-9-touring,2010-Mazda-CX-9,2010-mazda-cx-9
147184,2010,Mazda,Tribute,Hybrid,6,Truck,1,United States,2010 Mazda Tribute Hybrid,2010-Mazda-Tribute-Hybrid,2010-mazda-tribute-hybrid,2010-Mazda-Tribute,2010-mazda-tribute
147185,2010,Mazda,Tribute,i,6,Truck,1,United States,2010 Mazda Tribute i,2010-Mazda-Tribute-i,2010-mazda-tribute-i,2010-Mazda-Tribute,2010-mazda-tribute
147186,2010,Mazda,Tribute,S,6,Truck,1,United States,2010 Mazda Tribute S,2010-Mazda-Tribute-S,2010-mazda-tribute-s,2010-Mazda-Tribute,2010-mazda-tribute
147199,2010,Nissan,Rogue,S,6,Truck,1,United States,2010 Nissan Rogue S,2010-Nissan-Rogue-S,2010-nissan-rogue-s,2010-Nissan-Rogue,2010-nissan-rogue
147200,2010,Nissan,Rogue,SL,6,Truck,1,United States,2010 Nissan Rogue SL,2010-Nissan-Rogue-SL,2010-nissan-rogue-sl,2010-Nissan-Rogue,2010-nissan-rogue
147206,2010,Nissan,Titan,LE,6,Truck,1,United States,2010 Nissan Titan LE,2010-Nissan-Titan-LE,2010-nissan-titan-le,2010-Nissan-Titan,2010-nissan-titan
147207,2010,Nissan,Titan,PRO-4X,6,Truck,1,United States,2010 Nissan Titan PRO-4X,2010-Nissan-Titan-PRO-4X,2010-nissan-titan-pro-4x,2010-Nissan-Titan,2010-nissan-titan
147208,2010,Nissan,Titan,SE,6,Truck,1,United States,2010 Nissan Titan SE,2010-Nissan-Titan-SE,2010-nissan-titan-se,2010-Nissan-Titan,2010-nissan-titan
147209,2010,Nissan,Titan,XE,6,Truck,1,United States,2010 Nissan Titan XE,2010-Nissan-Titan-XE,2010-nissan-titan-xe,2010-Nissan-Titan,2010-nissan-titan
147211,2010,Chevrolet,Express 1500,Base,7,Van,1,United States,2010 Chevrolet Express 1500 Base,2010-Chevrolet-Express 1500-Base,2010-chevrolet-express 1500-base,2010-Chevrolet-Express 1500,2010-chevrolet-express 1500
147212,2010,Chevrolet,Express 1500,LS,7,Van,1,United States,2010 Chevrolet Express 1500 LS,2010-Chevrolet-Express 1500-LS,2010-chevrolet-express 1500-ls,2010-Chevrolet-Express 1500,2010-chevrolet-express 1500
147213,2010,Chevrolet,Express 1500,LT,7,Van,1,United States,2010 Chevrolet Express 1500 LT,2010-Chevrolet-Express 1500-LT,2010-chevrolet-express 1500-lt,2010-Chevrolet-Express 1500,2010-chevrolet-express 1500
147214,2010,Chevrolet,Express 2500,Base,7,Van,1,United States,2010 Chevrolet Express 2500 Base,2010-Chevrolet-Express 2500-Base,2010-chevrolet-express 2500-base,2010-Chevrolet-Express 2500,2010-chevrolet-express 2500
147215,2010,Chevrolet,Express 2500,LS,7,Van,1,United States,2010 Chevrolet Express 2500 LS,2010-Chevrolet-Express 2500-LS,2010-chevrolet-express 2500-ls,2010-Chevrolet-Express 2500,2010-chevrolet-express 2500
147216,2010,Chevrolet,Express 2500,LT,7,Van,1,United States,2010 Chevrolet Express 2500 LT,2010-Chevrolet-Express 2500-LT,2010-chevrolet-express 2500-lt,2010-Chevrolet-Express 2500,2010-chevrolet-express 2500
147217,2010,Chevrolet,Express 3500,Base,7,Van,1,United States,2010 Chevrolet Express 3500 Base,2010-Chevrolet-Express 3500-Base,2010-chevrolet-express 3500-base,2010-Chevrolet-Express 3500,2010-chevrolet-express 3500
147218,2010,Chevrolet,Express 3500,LS,7,Van,1,United States,2010 Chevrolet Express 3500 LS,2010-Chevrolet-Express 3500-LS,2010-chevrolet-express 3500-ls,2010-Chevrolet-Express 3500,2010-chevrolet-express 3500
147219,2010,Chevrolet,Express 3500,LT,7,Van,1,United States,2010 Chevrolet Express 3500 LT,2010-Chevrolet-Express 3500-LT,2010-chevrolet-express 3500-lt,2010-Chevrolet-Express 3500,2010-chevrolet-express 3500
147220,2010,GMC,Savana 1500,Base,7,Van,1,United States,2010 GMC Savana 1500 Base,2010-GMC-Savana 1500-Base,2010-gmc-savana 1500-base,2010-GMC-Savana 1500,2010-gmc-savana 1500
147221,2010,GMC,Savana 1500,LS,7,Van,1,United States,2010 GMC Savana 1500 LS,2010-GMC-Savana 1500-LS,2010-gmc-savana 1500-ls,2010-GMC-Savana 1500,2010-gmc-savana 1500
147222,2010,GMC,Savana 1500,LT,7,Van,1,United States,2010 GMC Savana 1500 LT,2010-GMC-Savana 1500-LT,2010-gmc-savana 1500-lt,2010-GMC-Savana 1500,2010-gmc-savana 1500
147223,2010,GMC,Savana 2500,Base,7,Van,1,United States,2010 GMC Savana 2500 Base,2010-GMC-Savana 2500-Base,2010-gmc-savana 2500-base,2010-GMC-Savana 2500,2010-gmc-savana 2500
147224,2010,GMC,Savana 2500,LS,7,Van,1,United States,2010 GMC Savana 2500 LS,2010-GMC-Savana 2500-LS,2010-gmc-savana 2500-ls,2010-GMC-Savana 2500,2010-gmc-savana 2500
147225,2010,GMC,Savana 2500,LT,7,Van,1,United States,2010 GMC Savana 2500 LT,2010-GMC-Savana 2500-LT,2010-gmc-savana 2500-lt,2010-GMC-Savana 2500,2010-gmc-savana 2500
147226,2010,GMC,Savana 3500,Base,7,Van,1,United States,2010 GMC Savana 3500 Base,2010-GMC-Savana 3500-Base,2010-gmc-savana 3500-base,2010-GMC-Savana 3500,2010-gmc-savana 3500
147227,2010,GMC,Savana 3500,LS,7,Van,1,United States,2010 GMC Savana 3500 LS,2010-GMC-Savana 3500-LS,2010-gmc-savana 3500-ls,2010-GMC-Savana 3500,2010-gmc-savana 3500
147228,2010,GMC,Savana 3500,LT,7,Van,1,United States,2010 GMC Savana 3500 LT,2010-GMC-Savana 3500-LT,2010-gmc-savana 3500-lt,2010-GMC-Savana 3500,2010-gmc-savana 3500
147240,2010,Honda,CR-V,EX,6,Truck,1,United States,2010 Honda CR-V EX,2010-Honda-CR-V-EX,2010-honda-cr-v-ex,2010-Honda-CR-V,2010-honda-cr-v
147241,2010,Honda,CR-V,EX-L,6,Truck,1,United States,2010 Honda CR-V EX-L,2010-Honda-CR-V-EX-L,2010-honda-cr-v-ex-l,2010-Honda-CR-V,2010-honda-cr-v
147242,2010,Honda,CR-V,LX,6,Truck,1,United States,2010 Honda CR-V LX,2010-Honda-CR-V-LX,2010-honda-cr-v-lx,2010-Honda-CR-V,2010-honda-cr-v
147245,2010,Honda,Ridgeline,RT,6,Truck,1,United States,2010 Honda Ridgeline RT,2010-Honda-Ridgeline-RT,2010-honda-ridgeline-rt,2010-Honda-Ridgeline,2010-honda-ridgeline
147246,2010,Honda,Ridgeline,RTL,6,Truck,1,United States,2010 Honda Ridgeline RTL,2010-Honda-Ridgeline-RTL,2010-honda-ridgeline-rtl,2010-Honda-Ridgeline,2010-honda-ridgeline
147247,2010,Honda,Ridgeline,RTS,6,Truck,1,United States,2010 Honda Ridgeline RTS,2010-Honda-Ridgeline-RTS,2010-honda-ridgeline-rts,2010-Honda-Ridgeline,2010-honda-ridgeline
147253,2010,Hyundai,Veracruz,GLS,6,Truck,1,United States,2010 Hyundai Veracruz GLS,2010-Hyundai-Veracruz-GLS,2010-hyundai-veracruz-gls,2010-Hyundai-Veracruz,2010-hyundai-veracruz
147254,2010,Hyundai,Veracruz,Limited,6,Truck,1,United States,2010 Hyundai Veracruz Limited,2010-Hyundai-Veracruz-Limited,2010-hyundai-veracruz-limited,2010-Hyundai-Veracruz,2010-hyundai-veracruz
147270,2010,Dodge,Nitro,SE,6,Truck,1,United States,2010 Dodge Nitro SE,2010-Dodge-Nitro-SE,2010-dodge-nitro-se,2010-Dodge-Nitro,2010-dodge-nitro
147271,2010,Dodge,Nitro,SXT,6,Truck,1,United States,2010 Dodge Nitro SXT,2010-Dodge-Nitro-SXT,2010-dodge-nitro-sxt,2010-Dodge-Nitro,2010-dodge-nitro
147276,2010,Dodge,Ram 1500,Laramie,6,Truck,1,United States,2010 Dodge Ram 1500 Laramie,2010-Dodge-Ram 1500-Laramie,2010-dodge-ram 1500-laramie,2010-Dodge-Ram 1500,2010-dodge-ram 1500
147277,2010,Dodge,Ram 1500,SLT,6,Truck,1,United States,2010 Dodge Ram 1500 SLT,2010-Dodge-Ram 1500-SLT,2010-dodge-ram 1500-slt,2010-Dodge-Ram 1500,2010-dodge-ram 1500
147278,2010,Dodge,Ram 1500,Sport,6,Truck,1,United States,2010 Dodge Ram 1500 Sport,2010-Dodge-Ram 1500-Sport,2010-dodge-ram 1500-sport,2010-Dodge-Ram 1500,2010-dodge-ram 1500
147280,2010,Dodge,Ram 1500,ST,6,Truck,1,United States,2010 Dodge Ram 1500 ST,2010-Dodge-Ram 1500-ST,2010-dodge-ram 1500-st,2010-Dodge-Ram 1500,2010-dodge-ram 1500
147281,2010,Dodge,Ram 1500,TRX,6,Truck,1,United States,2010 Dodge Ram 1500 TRX,2010-Dodge-Ram 1500-TRX,2010-dodge-ram 1500-trx,2010-Dodge-Ram 1500,2010-dodge-ram 1500
147282,2010,Dodge,Ram 1500,TRX4,6,Truck,1,United States,2010 Dodge Ram 1500 TRX4,2010-Dodge-Ram 1500-TRX4,2010-dodge-ram 1500-trx4,2010-Dodge-Ram 1500,2010-dodge-ram 1500
147283,2010,Dodge,Ram 2500,Laramie,6,Truck,1,United States,2010 Dodge Ram 2500 Laramie,2010-Dodge-Ram 2500-Laramie,2010-dodge-ram 2500-laramie,2010-Dodge-Ram 2500,2010-dodge-ram 2500
147284,2010,Dodge,Ram 2500,Power Wagon,6,Truck,1,United States,2010 Dodge Ram 2500 Power Wagon,2010-Dodge-Ram 2500-Power Wagon,2010-dodge-ram 2500-power wagon,2010-Dodge-Ram 2500,2010-dodge-ram 2500
147285,2010,Dodge,Ram 2500,SLT,6,Truck,1,United States,2010 Dodge Ram 2500 SLT,2010-Dodge-Ram 2500-SLT,2010-dodge-ram 2500-slt,2010-Dodge-Ram 2500,2010-dodge-ram 2500
147287,2010,Dodge,Ram 2500,ST,6,Truck,1,United States,2010 Dodge Ram 2500 ST,2010-Dodge-Ram 2500-ST,2010-dodge-ram 2500-st,2010-Dodge-Ram 2500,2010-dodge-ram 2500
147288,2010,Dodge,Ram 2500,SXT,6,Truck,1,United States,2010 Dodge Ram 2500 SXT,2010-Dodge-Ram 2500-SXT,2010-dodge-ram 2500-sxt,2010-Dodge-Ram 2500,2010-dodge-ram 2500
147289,2010,Dodge,Ram 3500,Laramie,6,Truck,1,United States,2010 Dodge Ram 3500 Laramie,2010-Dodge-Ram 3500-Laramie,2010-dodge-ram 3500-laramie,2010-Dodge-Ram 3500,2010-dodge-ram 3500
147290,2010,Dodge,Ram 3500,SLT,6,Truck,1,United States,2010 Dodge Ram 3500 SLT,2010-Dodge-Ram 3500-SLT,2010-dodge-ram 3500-slt,2010-Dodge-Ram 3500,2010-dodge-ram 3500
147291,2010,Dodge,Ram 3500,ST,6,Truck,1,United States,2010 Dodge Ram 3500 ST,2010-Dodge-Ram 3500-ST,2010-dodge-ram 3500-st,2010-Dodge-Ram 3500,2010-dodge-ram 3500
147294,2010,Ford,E-150,Base,7,Van,1,United States,2010 Ford E-150 Base,2010-Ford-E-150-Base,2010-ford-e-150-base,2010-Ford-E-150,2010-ford-e-150
147295,2010,Ford,E-150,XL,7,Van,1,United States,2010 Ford E-150 XL,2010-Ford-E-150-XL,2010-ford-e-150-xl,2010-Ford-E-150,2010-ford-e-150
147296,2010,Ford,E-150,XLT,7,Van,1,United States,2010 Ford E-150 XLT,2010-Ford-E-150-XLT,2010-ford-e-150-xlt,2010-Ford-E-150,2010-ford-e-150
147297,2010,Ford,E-250,Base,7,Van,1,United States,2010 Ford E-250 Base,2010-Ford-E-250-Base,2010-ford-e-250-base,2010-Ford-E-250,2010-ford-e-250
147298,2010,Ford,E-350 Super Duty,Base,7,Van,1,United States,2010 Ford E-350 Super Duty Base,2010-Ford-E-350 Super Duty-Base,2010-ford-e-350 super duty-base,2010-Ford-E-350 Super Duty,2010-ford-e-350 super duty
147299,2010,Ford,E-350 Super Duty,XL,7,Van,1,United States,2010 Ford E-350 Super Duty XL,2010-Ford-E-350 Super Duty-XL,2010-ford-e-350 super duty-xl,2010-Ford-E-350 Super Duty,2010-ford-e-350 super duty
147300,2010,Ford,E-350 Super Duty,XLT,7,Van,1,United States,2010 Ford E-350 Super Duty XLT,2010-Ford-E-350 Super Duty-XLT,2010-ford-e-350 super duty-xlt,2010-Ford-E-350 Super Duty,2010-ford-e-350 super duty
147302,2010,Ford,Ranger,Sport,6,Truck,1,United States,2010 Ford Ranger Sport,2010-Ford-Ranger-Sport,2010-ford-ranger-sport,2010-Ford-Ranger,2010-ford-ranger
147303,2010,Ford,Ranger,XL,6,Truck,1,United States,2010 Ford Ranger XL,2010-Ford-Ranger-XL,2010-ford-ranger-xl,2010-Ford-Ranger,2010-ford-ranger
147304,2010,Ford,Ranger,XLT,6,Truck,1,United States,2010 Ford Ranger XLT,2010-Ford-Ranger-XLT,2010-ford-ranger-xlt,2010-Ford-Ranger,2010-ford-ranger
147305,2010,Ford,F-250 Super Duty,Harley-Davidson Edition,6,Truck,1,United States,2010 Ford F-250 Super Duty Harley-Davidson Edition,2010-Ford-F-250 Super Duty-Harley-Davidson Edition,2010-ford-f-250 super duty-harley-davidson edition,2010-Ford-F-250 Super Duty,2010-ford-f-250 super duty
147306,2010,Ford,F-250 Super Duty,King Ranch,6,Truck,1,United States,2010 Ford F-250 Super Duty King Ranch,2010-Ford-F-250 Super Duty-King Ranch,2010-ford-f-250 super duty-king ranch,2010-Ford-F-250 Super Duty,2010-ford-f-250 super duty
147307,2010,Ford,F-250 Super Duty,Lariat,6,Truck,1,United States,2010 Ford F-250 Super Duty Lariat,2010-Ford-F-250 Super Duty-Lariat,2010-ford-f-250 super duty-lariat,2010-Ford-F-250 Super Duty,2010-ford-f-250 super duty
147308,2010,Ford,F-250 Super Duty,XL,6,Truck,1,United States,2010 Ford F-250 Super Duty XL,2010-Ford-F-250 Super Duty-XL,2010-ford-f-250 super duty-xl,2010-Ford-F-250 Super Duty,2010-ford-f-250 super duty
147309,2010,Ford,F-250 Super Duty,XLT,6,Truck,1,United States,2010 Ford F-250 Super Duty XLT,2010-Ford-F-250 Super Duty-XLT,2010-ford-f-250 super duty-xlt,2010-Ford-F-250 Super Duty,2010-ford-f-250 super duty
147310,2010,Ford,F-350 Super Duty,Harley-Davidson Edition,6,Truck,1,United States,2010 Ford F-350 Super Duty Harley-Davidson Edition,2010-Ford-F-350 Super Duty-Harley-Davidson Edition,2010-ford-f-350 super duty-harley-davidson edition,2010-Ford-F-350 Super Duty,2010-ford-f-350 super duty
147311,2010,Ford,F-350 Super Duty,King Ranch,6,Truck,1,United States,2010 Ford F-350 Super Duty King Ranch,2010-Ford-F-350 Super Duty-King Ranch,2010-ford-f-350 super duty-king ranch,2010-Ford-F-350 Super Duty,2010-ford-f-350 super duty
147312,2010,Ford,F-350 Super Duty,Lariat,6,Truck,1,United States,2010 Ford F-350 Super Duty Lariat,2010-Ford-F-350 Super Duty-Lariat,2010-ford-f-350 super duty-lariat,2010-Ford-F-350 Super Duty,2010-ford-f-350 super duty
147313,2010,Ford,F-350 Super Duty,XL,6,Truck,1,United States,2010 Ford F-350 Super Duty XL,2010-Ford-F-350 Super Duty-XL,2010-ford-f-350 super duty-xl,2010-Ford-F-350 Super Duty,2010-ford-f-350 super duty
147314,2010,Ford,F-350 Super Duty,XLT,6,Truck,1,United States,2010 Ford F-350 Super Duty XLT,2010-Ford-F-350 Super Duty-XLT,2010-ford-f-350 super duty-xlt,2010-Ford-F-350 Super Duty,2010-ford-f-350 super duty
147320,2010,Ford,F-250 Super Duty,Cabela's,6,Truck,1,United States,2010 Ford F-250 Super Duty Cabela's,2010-Ford-F-250 Super Duty-Cabela's,2010-ford-f-250 super duty-cabela's,2010-Ford-F-250 Super Duty,2010-ford-f-250 super duty
147321,2010,Ford,F-350 Super Duty,Cabela's,6,Truck,1,United States,2010 Ford F-350 Super Duty Cabela's,2010-Ford-F-350 Super Duty-Cabela's,2010-ford-f-350 super duty-cabela's,2010-Ford-F-350 Super Duty,2010-ford-f-350 super duty
147322,2010,Ford,Transit Connect,XL,7,Van,1,United States,2010 Ford Transit Connect XL,2010-Ford-Transit Connect-XL,2010-ford-transit connect-xl,2010-Ford-Transit Connect,2010-ford-transit connect
147323,2010,Ford,Transit Connect,XLT,7,Van,1,United States,2010 Ford Transit Connect XLT,2010-Ford-Transit Connect-XLT,2010-ford-transit connect-xlt,2010-Ford-Transit Connect,2010-ford-transit connect
147324,2010,Jeep,Commander (XK),Limited,6,Truck,1,United States,2010 Jeep Commander (XK) Limited,2010-Jeep-Commander (XK)-Limited,2010-jeep-commander (xk)-limited,2010-Jeep-Commander (XK),2010-jeep-commander (xk)
147325,2010,Jeep,Commander (XK),Sport,6,Truck,1,United States,2010 Jeep Commander (XK) Sport,2010-Jeep-Commander (XK)-Sport,2010-jeep-commander (xk)-sport,2010-Jeep-Commander (XK),2010-jeep-commander (xk)
147326,2010,Jeep,Compass,Limited,6,Truck,1,United States,2010 Jeep Compass Limited,2010-Jeep-Compass-Limited,2010-jeep-compass-limited,2010-Jeep-Compass,2010-jeep-compass
147327,2010,Jeep,Compass,Sport,6,Truck,1,United States,2010 Jeep Compass Sport,2010-Jeep-Compass-Sport,2010-jeep-compass-sport,2010-Jeep-Compass,2010-jeep-compass
147328,2010,Jeep,Grand Cherokee (WK),Laredo,6,Truck,1,United States,2010 Jeep Grand Cherokee (WK) Laredo,2010-Jeep-Grand Cherokee (WK)-Laredo,2010-jeep-grand cherokee (wk)-laredo,2010-Jeep-Grand Cherokee (WK),2010-jeep-grand cherokee (wk)
147329,2010,Jeep,Grand Cherokee (WK),Limited,6,Truck,1,United States,2010 Jeep Grand Cherokee (WK) Limited,2010-Jeep-Grand Cherokee (WK)-Limited,2010-jeep-grand cherokee (wk)-limited,2010-Jeep-Grand Cherokee (WK),2010-jeep-grand cherokee (wk)
147330,2010,Jeep,Grand Cherokee (WK),SRT8,6,Truck,1,United States,2010 Jeep Grand Cherokee (WK) SRT8,2010-Jeep-Grand Cherokee (WK)-SRT8,2010-jeep-grand cherokee (wk)-srt8,2010-Jeep-Grand Cherokee (WK),2010-jeep-grand cherokee (wk)
147331,2010,Jeep,Liberty (KK),Limited,6,Truck,1,United States,2010 Jeep Liberty (KK) Limited,2010-Jeep-Liberty (KK)-Limited,2010-jeep-liberty (kk)-limited,2010-Jeep-Liberty (KK),2010-jeep-liberty (kk)
147332,2010,Jeep,Liberty (KK),Sport,6,Truck,1,United States,2010 Jeep Liberty (KK) Sport,2010-Jeep-Liberty (KK)-Sport,2010-jeep-liberty (kk)-sport,2010-Jeep-Liberty (KK),2010-jeep-liberty (kk)
147333,2010,Jeep,Patriot,Limited,6,Truck,1,United States,2010 Jeep Patriot Limited,2010-Jeep-Patriot-Limited,2010-jeep-patriot-limited,2010-Jeep-Patriot,2010-jeep-patriot
147334,2010,Jeep,Patriot,Sport,6,Truck,1,United States,2010 Jeep Patriot Sport,2010-Jeep-Patriot-Sport,2010-jeep-patriot-sport,2010-Jeep-Patriot,2010-jeep-patriot
147343,2010,Mitsubishi,Endeavor,SE,6,Truck,1,United States,2010 Mitsubishi Endeavor SE,2010-Mitsubishi-Endeavor-SE,2010-mitsubishi-endeavor-se,2010-Mitsubishi-Endeavor,2010-mitsubishi-endeavor
147368,2010,Toyota,4Runner,SR5,6,Truck,1,United States,2010 Toyota 4Runner SR5,2010-Toyota-4Runner-SR5,2010-toyota-4runner-sr5,2010-Toyota-4Runner,2010-toyota-4runner
147369,2010,Toyota,4Runner,Limited,6,Truck,1,United States,2010 Toyota 4Runner Limited,2010-Toyota-4Runner-Limited,2010-toyota-4runner-limited,2010-Toyota-4Runner,2010-toyota-4runner
147370,2010,Toyota,4Runner,Trail,6,Truck,1,United States,2010 Toyota 4Runner Trail,2010-Toyota-4Runner-Trail,2010-toyota-4runner-trail,2010-Toyota-4Runner,2010-toyota-4runner
147371,2010,Toyota,FJ Cruiser,Base,6,Truck,1,United States,2010 Toyota FJ Cruiser Base,2010-Toyota-FJ Cruiser-Base,2010-toyota-fj cruiser-base,2010-Toyota-FJ Cruiser,2010-toyota-fj cruiser
147372,2010,Toyota,Highlander,Base,6,Truck,1,United States,2010 Toyota Highlander Base,2010-Toyota-Highlander-Base,2010-toyota-highlander-base,2010-Toyota-Highlander,2010-toyota-highlander
147373,2010,Toyota,Highlander,Sport,6,Truck,1,United States,2010 Toyota Highlander Sport,2010-Toyota-Highlander-Sport,2010-toyota-highlander-sport,2010-Toyota-Highlander,2010-toyota-highlander
147374,2010,Toyota,Highlander,Limited,6,Truck,1,United States,2010 Toyota Highlander Limited,2010-Toyota-Highlander-Limited,2010-toyota-highlander-limited,2010-Toyota-Highlander,2010-toyota-highlander
147375,2010,Toyota,Highlander,Hybrid,6,Truck,1,United States,2010 Toyota Highlander Hybrid,2010-Toyota-Highlander-Hybrid,2010-toyota-highlander-hybrid,2010-Toyota-Highlander,2010-toyota-highlander
147376,2010,Toyota,Highlander,Hybrid Limited,6,Truck,1,United States,2010 Toyota Highlander Hybrid Limited,2010-Toyota-Highlander-Hybrid Limited,2010-toyota-highlander-hybrid limited,2010-Toyota-Highlander,2010-toyota-highlander
147388,2010,Land Rover,LR2,HSE,6,Truck,1,United States,2010 Land Rover LR2 HSE,2010-Land Rover-LR2-HSE,2010-land rover-lr2-hse,2010-Land Rover-LR2,2010-land rover-lr2
147389,2010,Land Rover,LR4,HSE,6,Truck,1,United States,2010 Land Rover LR4 HSE,2010-Land Rover-LR4-HSE,2010-land rover-lr4-hse,2010-Land Rover-LR4,2010-land rover-lr4
147390,2010,Land Rover,Range Rover,HSE,6,Truck,1,United States,2010 Land Rover Range Rover HSE,2010-Land Rover-Range Rover-HSE,2010-land rover-range rover-hse,2010-Land Rover-Range Rover,2010-land rover-range rover
147391,2010,Land Rover,Range Rover,Supercharged,6,Truck,1,United States,2010 Land Rover Range Rover Supercharged,2010-Land Rover-Range Rover-Supercharged,2010-land rover-range rover-supercharged,2010-Land Rover-Range Rover,2010-land rover-range rover
147392,2010,Land Rover,Range Rover Sport,HSE,6,Truck,1,United States,2010 Land Rover Range Rover Sport HSE,2010-Land Rover-Range Rover Sport-HSE,2010-land rover-range rover sport-hse,2010-Land Rover-Range Rover Sport,2010-land rover-range rover sport
147393,2010,Land Rover,Range Rover Sport,Supercharged,6,Truck,1,United States,2010 Land Rover Range Rover Sport Supercharged,2010-Land Rover-Range Rover Sport-Supercharged,2010-land rover-range rover sport-supercharged,2010-Land Rover-Range Rover Sport,2010-land rover-range rover sport
147394,2010,Land Rover,LR4,V8,6,Truck,1,United States,2010 Land Rover LR4 V8,2010-Land Rover-LR4-V8,2010-land rover-lr4-v8,2010-Land Rover-LR4,2010-land rover-lr4
147408,2010,BMW,X3,xDrive30i,6,Truck,1,United States,2010 BMW X3 xDrive30i,2010-BMW-X3-xDrive30i,2010-bmw-x3-xdrive30i,2010-BMW-X3,2010-bmw-x3
147409,2010,BMW,X5,xDrive30i,6,Truck,1,United States,2010 BMW X5 xDrive30i,2010-BMW-X5-xDrive30i,2010-bmw-x5-xdrive30i,2010-BMW-X5,2010-bmw-x5
147410,2010,BMW,X5,xDrive35d,6,Truck,1,United States,2010 BMW X5 xDrive35d,2010-BMW-X5-xDrive35d,2010-bmw-x5-xdrive35d,2010-BMW-X5,2010-bmw-x5
147411,2010,BMW,X5,xDrive48i,6,Truck,1,United States,2010 BMW X5 xDrive48i,2010-BMW-X5-xDrive48i,2010-bmw-x5-xdrive48i,2010-BMW-X5,2010-bmw-x5
147412,2010,BMW,X6,xDrive35i,6,Truck,1,United States,2010 BMW X6 xDrive35i,2010-BMW-X6-xDrive35i,2010-bmw-x6-xdrive35i,2010-BMW-X6,2010-bmw-x6
147413,2010,BMW,X6,xDrive50i,6,Truck,1,United States,2010 BMW X6 xDrive50i,2010-BMW-X6-xDrive50i,2010-bmw-x6-xdrive50i,2010-BMW-X6,2010-bmw-x6
147416,2010,BMW,X5,M,6,Truck,1,United States,2010 BMW X5 M,2010-BMW-X5-M,2010-bmw-x5-m,2010-BMW-X5,2010-bmw-x5
147417,2010,BMW,X6,M,6,Truck,1,United States,2010 BMW X6 M,2010-BMW-X6-M,2010-bmw-x6-m,2010-BMW-X6,2010-bmw-x6
147418,2010,Cadillac,Escalade,Base,6,Truck,1,United States,2010 Cadillac Escalade Base,2010-Cadillac-Escalade-Base,2010-cadillac-escalade-base,2010-Cadillac-Escalade,2010-cadillac-escalade
147422,2010,Cadillac,Escalade,Hybrid,6,Truck,1,United States,2010 Cadillac Escalade Hybrid,2010-Cadillac-Escalade-Hybrid,2010-cadillac-escalade-hybrid,2010-Cadillac-Escalade,2010-cadillac-escalade
147423,2010,Cadillac,Escalade,Platinum,6,Truck,1,United States,2010 Cadillac Escalade Platinum,2010-Cadillac-Escalade-Platinum,2010-cadillac-escalade-platinum,2010-Cadillac-Escalade,2010-cadillac-escalade
147424,2010,Cadillac,Escalade,Hybrid Platinum,6,Truck,1,United States,2010 Cadillac Escalade Hybrid Platinum,2010-Cadillac-Escalade-Hybrid Platinum,2010-cadillac-escalade-hybrid platinum,2010-Cadillac-Escalade,2010-cadillac-escalade
147425,2010,Chevrolet,Avalanche,LS,6,Truck,1,United States,2010 Chevrolet Avalanche LS,2010-Chevrolet-Avalanche-LS,2010-chevrolet-avalanche-ls,2010-Chevrolet-Avalanche,2010-chevrolet-avalanche
